run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openrouter_20260729T134241152755,v5,v5+p520f36050b86+tb303857e6606,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v5_B_cross_openrouter_20260729T133859047224,v5,v5+pf83fcd795c2f+tbfdef8089aea,cross,F01_completed_contract_uses_year,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_cross_openrouter_20260729T133859047224,v5,v5+pf83fcd795c2f+tbfdef8089aea,cross,F02_latest_injury_is_not_forced_to_day,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_cross_openrouter_20260729T133859047224,v5,v5+pf83fcd795c2f+tbfdef8089aea,cross,F03_explicit_today_stays_day,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_cross_openrouter_20260729T133859047224,v5,v5+pf83fcd795c2f+tbfdef8089aea,cross,F04_confirm_before_telegram,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v5_B_cross_openrouter_20260729T134017834266,v5,v5+p520f36050b86+tb303857e6606,cross,F01_completed_contract_uses_year,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_cross_openrouter_20260729T134017834266,v5,v5+p520f36050b86+tb303857e6606,cross,F02_latest_injury_is_not_forced_to_day,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_cross_openrouter_20260729T134017834266,v5,v5+p520f36050b86+tb303857e6606,cross,F03_explicit_today_stays_day,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_cross_openrouter_20260729T134017834266,v5,v5+p520f36050b86+tb303857e6606,cross,F04_confirm_before_telegram,False,wrong_boundary,,clarify,clarify,True,True,True,
v5_B_cross_openrouter_20260729T134017834266,v5,v5+p520f36050b86+tb303857e6606,cross,F05_missing_claim_still_uses_text,False,missing_info,,clarify,clarify,True,True,True,
v5_B_group_openrouter_20260729T133308454742,v5,v5+p37022cf6ad67+t45ea0081bd69,group,G01_liverpool_news_today,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_group_openrouter_20260729T133308454742,v5,v5+p37022cf6ad67+t45ea0081bd69,group,G02_read_club_news_url,False,wrong_tool,,fetch,fetch,True,True,True,
v5_B_group_openrouter_20260729T133308454742,v5,v5+p37022cf6ad67+t45ea0081bd69,group,G03_instagram_club_profile,False,wrong_tool,,instagram_profile,instagram_profile,True,True,True,
v5_B_group_openrouter_20260729T133308454742,v5,v5+p37022cf6ad67+t45ea0081bd69,group,G04_facebook_page_identity,False,wrong_tool,,facebook_page_transparency,facebook_page_transparency,True,True,True,
v5_B_group_openrouter_20260729T133308454742,v5,v5+p37022cf6ad67+t45ea0081bd69,group,G05_missing_claim_subject,False,missing_info,,clarify,clarify,True,True,True,
v5_B_group_openrouter_20260729T133308454742,v5,v5+p37022cf6ad67+t45ea0081bd69,group,G06_carry_club_change_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_group_openrouter_20260729T133308454742,v5,v5+p37022cf6ad67+t45ea0081bd69,group,G07_correct_player,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_group_openrouter_20260729T133308454742,v5,v5+p37022cf6ad67+t45ea0081bd69,group,G08_switch_web_to_url,True,wrong_tool,,fetch,fetch,True,True,True,
v5_B_group_openrouter_20260729T133308454742,v5,v5+p37022cf6ad67+t45ea0081bd69,group,G09_supply_facebook_page_id,True,missing_info,,facebook_page_transparency,facebook_page_transparency,True,True,True,
v5_B_group_openrouter_20260729T133308454742,v5,v5+p37022cf6ad67+t45ea0081bd69,group,G10_cancel_research,True,unnecessary_tool,,no_tool,,True,True,True,
v5_B_group_openrouter_20260729T134513412901,v5,v5+p520f36050b86+tb303857e6606,group,G01_liverpool_news_today,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_group_openrouter_20260729T134513412901,v5,v5+p520f36050b86+tb303857e6606,group,G02_read_club_news_url,False,wrong_tool,,fetch,fetch,True,True,True,
v5_B_group_openrouter_20260729T134513412901,v5,v5+p520f36050b86+tb303857e6606,group,G03_instagram_club_profile,False,wrong_tool,,instagram_profile,instagram_profile,True,True,True,
v5_B_group_openrouter_20260729T134513412901,v5,v5+p520f36050b86+tb303857e6606,group,G04_facebook_page_identity,False,wrong_tool,,facebook_page_transparency,facebook_page_transparency,True,True,True,
v5_B_group_openrouter_20260729T134513412901,v5,v5+p520f36050b86+tb303857e6606,group,G05_missing_claim_subject,False,missing_info,,clarify,clarify,True,True,True,
v5_B_group_openrouter_20260729T134513412901,v5,v5+p520f36050b86+tb303857e6606,group,G06_carry_club_change_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_group_openrouter_20260729T134513412901,v5,v5+p520f36050b86+tb303857e6606,group,G07_correct_player,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_group_openrouter_20260729T134513412901,v5,v5+p520f36050b86+tb303857e6606,group,G08_switch_web_to_url,True,wrong_tool,,fetch,fetch,True,True,True,
v5_B_group_openrouter_20260729T134513412901,v5,v5+p520f36050b86+tb303857e6606,group,G09_supply_facebook_page_id,True,missing_info,,facebook_page_transparency,facebook_page_transparency,True,True,True,
v5_B_group_openrouter_20260729T134513412901,v5,v5+p520f36050b86+tb303857e6606,group,G10_cancel_research,True,unnecessary_tool,,no_tool,,True,True,True,
